Serial no.,Date,Open,High,Mean,Low,Close,Adj Close,Total Trade Quantity
1260,6/30/2015,264.799988,270.920013,267.4600065,264,268.26001,268.26,3086900
1261,7/1/2015,271.109985,272.619995,270.2350005,267.850006,269.149994,269.15,2101200
1262,7/2/2015,280.200012,282.450012,277.880005,273.309998,280.019989,280.02,7163900
1263,7/6/2015,278.880005,281.690002,278.994995,276.299988,279.720001,279.72,4121900
1264,7/7/2015,275,275.200012,267.9850005,260.769989,267.880005,267.88,6105100
1265,7/8/2015,259.320007,260.799988,257.554993,254.309998,254.960007,254.96,6221100
1266,7/9/2015,259.079987,262.950012,259.8700105,256.790009,257.920013,257.92,3334100
1267,7/10/2015,262.220001,263,260.4100035,257.820007,259.149994,259.15,2610900
1268,7/13/2015,262.25,262.549988,259.299988,256.049988,262.160004,262.16,2960300
1269,7/14/2015,262.100006,265.98999,263.25,260.51001,265.649994,265.65,1907600
1270,7/15/2015,266.73999,267.48999,264.7849885,262.079987,263.140015,263.14,2021600
1271,7/16/2015,264.220001,267.200012,265.180008,263.160004,266.679993,266.68,1616000
1272,7/17/2015,272.5,275.540009,271.8950045,268.25,274.660004,274.66,5004100
1273,7/20/2015,275,286.649994,279.5950015,272.540009,282.26001,282.26,4978500
1274,7/21/2015,270.049988,273.5,270.024994,266.549988,266.769989,266.77,6108700
1275,7/22/2015,261.269989,269.440002,265.1499935,260.859985,267.869995,267.87,3105000
1276,7/23/2015,269.649994,269.899994,267.5849915,265.269989,267.200012,267.2,2227200
1277,7/24/2015,267.380005,271.089996,267.5050045,263.920013,265.410004,265.41,2836500
1278,7/27/2015,262.429993,264.429993,257.609993,250.789993,253.009995,253.01,4694200
1279,7/28/2015,255.75,265.399994,258.619995,251.839996,264.820007,264.82,3895800
1280,7/29/2015,264.269989,267.890015,264.9450075,262,263.820007,263.82,2790100
1281,7/30/2015,262.690002,266.940002,264.5249935,262.109985,266.790009,266.79,2034600
1282,7/31/2015,267.600006,269.359985,267.23999,265.119995,266.149994,266.15,2222600
1283,8/3/2015,266.290009,266.709991,261.889999,257.070007,259.98999,259.99,2553500
1284,8/4/2015,260.01001,266.720001,262.5299985,258.339996,266.279999,266.28,2352500
1285,8/5/2015,263.579987,271,265.699997,260.399994,270.130005,270.13,6214300
1286,8/6/2015,249.539993,255,245.5599975,236.119995,246.130005,246.13,14623800
1287,8/7/2015,243.580002,243.729996,241.0599975,238.389999,242.509995,242.51,5073400
1288,8/10/2015,238.149994,242.970001,239.510002,236.050003,241.139999,241.14,4185900
1289,8/11/2015,237.149994,239.300003,236.8700025,234.440002,237.369995,237.37,4264900
1290,8/12/2015,235,239.770004,236.2550045,232.740005,238.169998,238.17,3728000
1291,8/13/2015,239.860001,246.479996,242.7999955,239.119995,242.509995,242.51,4689200
1292,8/14/2015,247.240005,247.929993,244.8499985,241.770004,243.149994,243.15,4364800
1293,8/17/2015,255.559998,256.589996,253.5499955,250.509995,254.990005,254.99,7176700
1294,8/18/2015,255.380005,260.950012,257.255005,253.559998,260.720001,260.72,4195000
1295,8/19/2015,260.329987,260.649994,257.834999,255.020004,255.25,255.25,3604300
1296,8/20/2015,252.059998,254.559998,248.229996,241.899994,242.179993,242.18,4905800
1297,8/21/2015,236,243.800003,237.154999,230.509995,230.770004,230.77,6590200
1298,8/24/2015,202.789993,231.399994,213.199997,195,218.869995,218.87,9581600
1299,8/25/2015,230.520004,230.899994,225.0099945,219.119995,220.029999,220.03,4327300
1300,8/26/2015,227.929993,228,221.7549975,215.509995,224.839996,224.84,4963000
1301,8/27/2015,231,244.75,237.779999,230.809998,242.990005,242.99,7656000
1302,8/28/2015,241.860001,251.449997,246.510002,241.570007,248.479996,248.48,5513700
1303,8/31/2015,245.619995,254.949997,250.229996,245.509995,249.059998,249.06,4700200
1304,9/1/2015,240.339996,246,241.4850005,236.970001,238.630005,238.63,5454800
1305,9/2/2015,245.300003,247.880005,243.830002,239.779999,247.690002,247.69,4629200
1306,9/3/2015,252.059998,252.080002,248.540001,245,245.570007,245.57,4194800
1307,9/4/2015,240.889999,244.089996,241.1449965,238.199997,241.929993,241.93,3689200
1308,9/8/2015,245.050003,249.160004,246.6050035,244.050003,248.169998,248.17,3138200
1309,9/9/2015,252.050003,254.25,251.2750015,248.300003,248.910004,248.91,3390800
1310,9/10/2015,247.229996,250.720001,248.0250015,245.330002,248.479996,248.48,2709000
1311,9/11/2015,247.639999,250.240005,247.4850005,244.729996,250.240005,250.24,2350800
1312,9/14/2015,251.100006,254.25,251.959999,249.669998,253.190002,253.19,2890900
1313,9/15/2015,252.75,254.600006,252.050003,249.5,253.570007,253.57,2933500
1314,9/16/2015,253.039993,262.880005,257.880005,252.880005,262.25,262.25,4417100
1315,9/17/2015,263.959991,265.5,263.095001,260.690002,262.070007,262.07,3585800
1316,9/18/2015,257.959991,263.820007,260.6600035,257.5,260.619995,260.62,3763100
1317,9/21/2015,263.980011,271.570007,263.685005,255.800003,264.200012,264.2,6120200
1318,9/22/2015,259.029999,262.649994,259.2599945,255.869995,260.940002,260.94,3664400
1319,9/23/2015,261.950012,262.079987,259.829987,257.579987,261.059998,261.06,2600800
1320,9/24/2015,259.529999,263.450012,259.8300015,256.209991,263.119995,263.12,3448200
1321,9/25/2015,266.609985,266.910004,261.529999,256.149994,256.910004,256.91,3773400
1322,9/28/2015,257.350006,259.790009,253.200005,246.610001,248.429993,248.43,4901100
1323,9/29/2015,250.460007,254.729996,250.0950015,245.460007,246.649994,246.65,3703200
1324,9/30/2015,252,252.399994,247.369995,242.339996,248.399994,248.4,4929600
1325,10/1/2015,247.509995,248.5,242.8150025,237.130005,239.880005,239.88,4573000
1326,10/2/2015,235.600006,247.699997,241.314995,234.929993,247.570007,247.57,4424000
1327,10/5/2015,248.839996,249.839996,246.9850005,244.130005,246.149994,246.15,3689900
1328,10/6/2015,240,243.029999,239.3050005,235.580002,241.460007,241.46,5225200
1329,10/7/2015,236.630005,237.699997,233.409996,229.119995,231.960007,231.96,6814000
1330,10/8/2015,230.080002,230.720001,226.0149995,221.309998,226.720001,226.72,6133200
1331,10/9/2015,220.929993,224.369995,221.364998,218.360001,220.690002,220.69,6158400
1332,10/12/2015,222.990005,223,219.135002,215.270004,215.580002,215.58,3836300
1333,10/13/2015,213.279999,222.520004,216.8250045,211.130005,219.25,219.25,5171500
1334,10/14/2015,220.669998,220.949997,218.189995,215.429993,216.880005,216.88,3104400
1335,10/15/2015,216.429993,221.729996,217.7149965,213.699997,221.309998,221.31,2844200
1336,10/16/2015,223.039993,230.479996,226.6749955,222.869995,227.009995,227.01,4334500
1337,10/19/2015,226.5,231.149994,228.044998,224.940002,228.100006,228.1,2507900
1338,10/20/2015,227.720001,228.600006,215.300003,202,213.029999,213.03,14900000
1339,10/21/2015,211.990005,214.809998,211.8050005,208.800003,210.089996,210.09,4151500
1340,10/22/2015,211.559998,215.75,212.574997,209.399994,211.720001,211.72,2825200
1341,10/23/2015,215,215.350006,211.520004,207.690002,209.089996,209.09,4235500
1342,10/26/2015,211.380005,215.880005,212.9400025,210,215.259995,215.26,3391400
1343,10/27/2015,214.839996,217.100006,212.3050005,207.509995,210.350006,210.35,3519400
1344,10/28/2015,211.309998,213.449997,210.875,208.300003,212.960007,212.96,2728600
1345,10/29/2015,211.75,213.75,212.1949995,210.639999,211.630005,211.63,1805000
1346,10/30/2015,210.399994,211.630005,207.760002,203.889999,206.929993,206.93,4438900
1347,11/2/2015,208.919998,215.800003,211.510002,207.220001,213.789993,213.79,3927900
1348,11/3/2015,213.850006,214.440002,211.095001,207.75,208.350006,208.35,8332500
1349,11/4/2015,227,232.740005,228.970001,225.199997,231.630005,231.63,12726400
1350,11/5/2015,230.580002,234.580002,231.885002,229.190002,231.770004,231.77,4496800
1351,11/6/2015,230.699997,233.360001,231.4300005,229.5,232.360001,232.36,2445300
1352,11/9/2015,232.990005,232.990005,228.6500015,224.309998,225.330002,225.33,3850900
1353,11/10/2015,223.479996,223.699997,219.8899995,216.080002,216.5,216.5,4617000
1354,11/11/2015,217.770004,219.479996,216.5550005,213.630005,219.080002,219.08,3347800
1355,11/12/2015,217.850006,219,215.830002,212.660004,212.940002,212.94,2915900
1356,11/13/2015,212.949997,212.990005,209.7550045,206.520004,207.190002,207.19,3430300
1357,11/16/2015,206.089996,214.979996,210.3899995,205.800003,214.309998,214.31,2925400
1358,11/17/2015,215.199997,216,213.699997,211.399994,214,214,2148700
1359,11/18/2015,214.5,221.380005,216.9500045,212.520004,221.070007,221.07,2811900
1360,11/19/2015,220.539993,226.190002,223.2450025,220.300003,221.800003,221.8,2504400
1361,11/20/2015,223.490005,225,219.290001,213.580002,220.009995,220.01,4400700
1362,11/23/2015,217.350006,219.179993,216.929993,214.679993,217.75,217.75,2526200
1363,11/24/2015,215.369995,221,218,215,218.25,218.25,2480300
1364,11/25/2015,221.339996,230.830002,225.6050035,220.380005,229.639999,229.64,3990800
1365,11/27/2015,231.059998,232.25,229.6299975,227.009995,231.610001,231.61,1949400
1366,11/30/2015,231.789993,234.279999,231.6800005,229.080002,230.259995,230.26,2659800
1367,12/1/2015,231.059998,238,234.5250015,231.050003,237.190002,237.19,3734000
1368,12/2/2015,237,238.600006,234.915001,231.229996,231.990005,231.99,2981500
1369,12/3/2015,235.479996,237.449997,233.7249985,230,232.710007,232.71,2939600
1370,12/4/2015,232.460007,233.270004,230.465004,227.660004,230.380005,230.38,2573600
1371,12/7/2015,227.699997,235.630005,230.8899995,226.149994,231.130005,231.13,3144200
1372,12/8/2015,227.520004,228.800003,226.5,224.199997,226.720001,226.72,2687600
1373,12/9/2015,226.699997,227.5,224.1100005,220.720001,224.520004,224.52,3057800
1374,12/10/2015,224.710007,228.490005,226.065002,223.639999,227.070007,227.07,2071700
1375,12/11/2015,225.240005,225.75,221.1949995,216.639999,217.020004,217.02,3268700
1376,12/14/2015,217.509995,220.919998,217.8949965,214.869995,218.580002,218.58,2827100
1377,12/15/2015,221.820007,222.220001,220.1100005,218,221.089996,221.09,2244400
1378,12/16/2015,222.100006,234.880005,227.8050005,220.729996,234.509995,234.51,5104300
1379,12/17/2015,233.940002,237.759995,233.7849965,229.809998,233.389999,233.39,3298600
1380,12/18/2015,232.889999,235.899994,232.5949935,229.289993,230.460007,230.46,3014200
1381,12/21/2015,231.690002,235.830002,233.455002,231.080002,232.559998,232.56,1953200
1382,12/22/2015,234.990005,236.550003,233.090004,229.630005,229.949997,229.95,1961500
1383,12/23/2015,232.179993,233.449997,230.790001,228.130005,229.699997,229.7,1555000
1384,12/24/2015,230.559998,231.880005,230.080002,228.279999,230.570007,230.57,708000
1385,12/28/2015,231.490005,231.979996,228.7599945,225.539993,228.949997,228.95,1901300
1386,12/29/2015,230.059998,237.720001,233.635002,229.550003,237.190002,237.19,2406300
1387,12/30/2015,236.600006,243.630005,239.6500015,235.669998,238.089996,238.09,3697900
1388,12/31/2015,238.509995,243.449997,240.909996,238.369995,240.009995,240.01,2715000
1389,1/4/2016,230.720001,231.380005,225.1900025,219,223.410004,223.41,6827100
1390,1/5/2016,226.360001,226.889999,223.4449995,220,223.429993,223.43,3186800
1391,1/6/2016,220,220.050003,218.0149995,215.979996,219.039993,219.04,3779100
1392,1/7/2016,214.190002,218.440002,216.055,213.669998,215.649994,215.65,3554300
1393,1/8/2016,217.860001,220.440002,215.605003,210.770004,211,211,3628100
1394,1/11/2016,214.009995,214.449997,208.7249985,203,207.850006,207.85,4091400
1395,1/12/2016,211.600006,213.740005,209.5250015,205.309998,209.970001,209.97,3091900
1396,1/13/2016,212.009995,212.649994,206.324997,200,200.309998,200.31,4126400
1397,1/14/2016,202.210007,210,201.6900025,193.380005,206.179993,206.18,6490700
1398,1/15/2016,198.970001,205.070007,201.1600035,197.25,204.990005,204.99,5578600
1399,1/19/2016,208.710007,210.470001,205.625,200.779999,204.720001,204.72,4038700
1400,1/20/2016,199.399994,201.279999,196.2649995,191.25,198.699997,198.7,5838600
1401,1/21/2016,201.550003,203.229996,199.125,195.020004,199.970001,199.97,3166200
1402,1/22/2016,204.800003,205.5,202.2649995,199.029999,202.550003,202.55,3124100
1403,1/25/2016,200.059998,203.570007,199.725006,195.880005,196.380005,196.38,2698700
